OBJECTID,ID,SCODE2014,SNAME2014,Subcounty_2014,Urban_Status_2014,Municipality_Name,CONST_CODE,CONSTITUENCY,CCODE2014,CNAME2014,DCODE2014,DNAME2014,DNAME2016,Households_2014,Population_2014,Male_2014,Female_2014,Area_GIS_km2,Population_Density_2014,Attending_School_6_to_12yr_2014,Not_attending_School_6_to_12yr_2014,Never_been_to_School_15plus_2014,Attended_Primary_15plus_2014,Attended_Secondary_and_above_15plus_2014,Literate_18plus_2014,Not_Literate_18plus_2014,HH_Subsistence_Farming_2014,HH_non_Subsistence_Farming_2014,HH_own_Radio_2014,HH_own_Bicycle_2014,HH_own_Motorcycle_2014,HH_own_Moquito_Net_2014,HH_own_two_sets_Clothing_2014,HH_Salt_available_2014,HH_at_least_two_Meals_a_Day_2014,HH_Wall_temporary_2014,HH_Wall_permanent_2014,HH_Roof_temporary_2014,HH_Roof_permanent_2014,HH_Floor_temporary_2014,HH_Floor_permanent_2014,HH_Unprotected_Drinking_Water_2014,HH_Protected_Drinking_Water_2014,HH_Improved_Toilet_2014,HH_Unimproved_Toilet_2014,HH_No_Toilet_2014,HH_Lighting_Electricity_2014,HH_Lighting_Electricity_2014_percent,HH_Lighting_Paraffin_Lantern_2014,HH_Lighting_Paraffin_Tadooba_2014,HH_Lighting_Other_2014,Shape_Length,Shape_Area
193,663,227106,KASASIRA,Kasasira,,,189,KIBUKU COUNTY,2271,KIBUKU,227,KIBUKU,KIBUKU,3887,22409,10887,11522,74.58135094,300.4638521,4577,760,1948,5991,2010,4412,4005,3573,314,1510,1525,275,3794,2773,3648,3670,2588,1299,2171,1716,3510,377,530,3357,689,3018,180,148,3.807563674,139,2906,694,34997.45297,74582081.13
194,664,227107,KIBUKU,Kibuku,,,189,KIBUKU COUNTY,2271,KIBUKU,227,KIBUKU,KIBUKU,2225,12530,6118,6412,25.68661185,487.8027539,2594,378,1101,3293,1442,2750,2194,2077,148,935,727,164,2186,1830,2182,2167,819,1406,739,1486,1791,434,16,2209,228,1801,196,74,3.325842697,96,1594,461,23476.84648,25686862.25
195,665,227108,KIBUKU TOWN COUNCIL,Kibuku Town Council,Town Council,,189,KIBUKU COUNTY,2271,KIBUKU,227,KIBUKU,KIBUKU,1645,8507,4052,4455,14.308029,594.5612774,1682,207,622,2043,1338,2058,1397,1213,432,873,543,78,1591,1443,1569,1554,438,1207,375,1270,970,675,146,1499,280,1262,103,194,11.79331307,105,1095,251,18474.39157,14308164.77
196,666,227109,KIRIKA,Kirika,,,189,KIBUKU COUNTY,2271,KIBUKU,227,KIBUKU,KIBUKU,3941,23542,11380,12162,51.97966267,452.9079027,4938,641,1661,6114,2960,5299,3750,3624,317,1941,1758,243,3859,2672,3741,3740,1220,2721,1142,2799,3124,817,217,3724,783,2943,215,185,4.694240041,228,3093,435,35218.50245,51980163.11
197,667,227110,TIRINYI,Tirinyi,,,189,KIBUKU COUNTY,2271,KIBUKU,227,KIBUKU,KIBUKU,5852,31431,15180,16251,101.3433476,310.1436921,6376,862,2437,8503,3783,6936,5608,4914,938,3168,2407,357,5674,4658,5511,5544,2587,3265,2295,3557,4229,1623,212,5640,1165,4408,279,369,6.305536569,370,4340,773,41996.9241,101344325.4
198,681,419107,NKUNGU,Nkungu,,,141,KAZO COUNTY,4191,KAZO,419,KIRUHURA,KIRUHURA,5211,24991,12264,12727,160.2762813,155.9245061,4723,723,2969,7102,2510,6970,3890,4285,926,3451,1706,453,4997,4620,4959,4739,4050,1161,814,4397,4106,1105,4933,278,450,4639,122,576,11.05354059,717,2979,939,60946.22853,160277597.7
199,669,419102,BURUNGA,Burunga,,,141,KAZO COUNTY,4191,KAZO,419,KIRUHURA,KIRUHURA,4752,23969,12471,11498,332.5015064,72.08689146,3851,663,3089,7135,2933,7608,3943,3370,1382,3243,1596,613,4369,4106,4550,4147,3343,1409,1224,3528,3451,1301,4114,638,809,3804,139,604,12.71043771,706,2085,1357,88569.43788,332504181.3
200,670,419103,ENGARI,Engari,,,141,KAZO COUNTY,4191,KAZO,419,KIRUHURA,KIRUHURA,5075,25006,12160,12846,172.9278143,144.6036897,4687,520,3043,7176,2901,7617,3817,4179,896,3365,1580,437,4870,4634,4850,4711,3817,1258,650,4425,3919,1156,4730,345,392,4615,68,504,9.931034483,919,2743,909,77233.91117,172929158.7
201,671,419104,KANONI,Kanoni,,,141,KAZO COUNTY,4191,KAZO,419,KIRUHURA,KIRUHURA,3477,16818,8121,8697,81.80704178,205.5813245,3374,169,1665,4907,2413,5410,2275,2953,524,2448,1236,366,3323,3241,3341,3256,2724,753,160,3317,2473,1004,2222,1255,346,3098,33,372,10.69887834,659,2096,350,53647.23741,81807695.84
202,675,419106,KAZO TOWN COUNCIL,Kazo Town Council,Town Council,,141,KAZO COUNTY,4191,KAZO,419,KIRUHURA,KIRUHURA,2745,12944,6499,6445,105.9278822,122.1963447,2262,209,1347,3595,2255,4449,1876,1608,1137,1960,794,295,2540,2542,2613,2462,1697,1048,206,2539,1544,1201,2199,546,501,2216,28,455,16.57559199,607,1018,665,50230.38851,105928701
203,683,419108,RWEMIKOMA,Rwemikoma,,,141,KAZO COUNTY,4191,KAZO,419,KIRUHURA,KIRUHURA,4795,23499,11900,11599,281.7610385,83.40045921,3919,779,3005,6715,2913,6930,4104,3359,1436,3415,1435,492,4407,4228,4603,4057,3046,1749,805,3990,3297,1498,4008,787,797,3832,166,778,16.22523462,761,1965,1291,92744.05298,281763256.1
204,672,419201,KANYARYERU,Kanyaryeru,,,142,NYABUSHOZI COUNTY,4192,NYABUSHOZI,419,KIRUHURA,KIRUHURA,1512,7485,3856,3629,118.0242909,63.41914825,1202,234,1325,1725,1055,2162,1427,1020,492,881,319,106,1410,1400,1431,1308,1096,416,412,1100,932,580,1401,111,359,1059,94,189,12.5,269,496,558,71008.22796,118025111.5
205,673,419202,KASHONGI,Kashongi,,,142,NYABUSHOZI COUNTY,4192,NYABUSHOZI,419,KIRUHURA,KIRUHURA,5178,25032,12409,12623,186.3343506,134.3391592,4617,616,3150,7077,3098,7578,4012,3764,1414,3504,1665,510,4862,4688,4976,4667,3802,1376,426,4752,3714,1464,4643,535,930,4182,66,651,12.57242178,901,2716,910,76187.76652,186335732.8
206,676,419203,KENSHUNGA,Kenshunga,,,142,NYABUSHOZI COUNTY,4192,NYABUSHOZI,419,KIRUHURA,KIRUHURA,5608,25377,13481,11896,474.0159307,53.53617538,3601,496,3317,7219,4294,9157,4102,2403,3205,4005,1674,814,5002,5163,5384,4847,2882,2726,1115,4493,2695,2913,3980,1628,844,4537,227,1610,28.70898716,851,1708,1439,142573.1426,474019494.8
207,678,419205,KINONI,Kinoni,,,142,NYABUSHOZI COUNTY,4192,NYABUSHOZI,419,KIRUHURA,KIRUHURA,3964,20653,10747,9906,380.3467914,54.30044492,3348,477,3168,5489,2909,6707,3518,2554,1410,2901,1339,739,3751,3698,3855,3109,2405,1559,1044,2920,2124,1840,3682,282,800,2978,186,893,22.52774975,877,1293,901,108060.8682,380349725.8
208,679,419206,KIRUHURA TOWN COUNCIL,Kiruhura Town Council,Town Council,,142,NYABUSHOZI COUNTY,4192,NYABUSHOZI,419,KIRUHURA,KIRUHURA,1260,5589,2920,2669,46.84338656,119.3124667,956,82,445,1585,903,1831,782,581,679,973,355,179,1179,1120,1167,1232,634,626,206,1054,659,601,1000,260,161,1084,15,159,12.61904762,327,334,440,28196.9698,46843737.1
209,682,419208,NYAKASHASHARA,Nyakashashara,,,142,NYABUSHOZI COUNTY,4192,NYABUSHOZI,419,KIRUHURA,KIRUHURA,3381,16255,8948,7307,227.3870878,71.48602919,2221,475,2647,4382,2473,5574,2993,1429,1952,2327,1002,522,3037,2923,3174,2461,1813,1568,899,2482,1832,1549,3112,269,453,2657,271,720,21.29547471,733,846,1082,68887.59228,227388705
210,684,419209,SANGA,Sanga,,,142,NYABUSHOZI COUNTY,4192,NYABUSHOZI,419,KIRUHURA,KIRUHURA,1337,7029,3637,3392,996.732377,7.05204342,1257,148,1119,1868,954,2272,1193,769,568,931,435,167,1273,1256,1246,1261,847,490,231,1106,945,392,683,654,98,1215,24,142,10.62079282,231,552,412,299203.1922,996737003.9
211,685,419210,SANGA TOWN COUNCIL,Sanga Town Council,Town Council,,142,NYABUSHOZI COUNTY,4192,NYABUSHOZI,419,KIRUHURA,KIRUHURA,2099,9077,4658,4419,80.30120872,113.0369037,1171,356,1145,2404,1586,3090,1464,950,1149,1238,511,183,1894,1922,1905,1905,725,1374,306,1793,899,1200,1371,728,234,1794,71,517,24.63077656,330,592,660,53481.19404,80301771.09
212,677,419204,KIKAATSI,Kikaatsi,,,142,NYABUSHOZI COUNTY,4192,NYABUSHOZI,419,KIRUHURA,KIRUHURA,3503,18922,10032,8890,387.0294446,48.89033706,3009,399,3002,5155,2484,6055,3377,2542,961,2555,1379,541,3211,2968,3309,2798,2433,1070,1376,2127,2359,1144,3178,325,885,2502,116,513,14.64459035,571,1487,932,135392.5102,387032246.2
213,680,419207,KITURA,Kitura,,,142,NYABUSHOZI COUNTY,4192,NYABUSHOZI,419,KIRUHURA,KIRUHURA,3502,15604,7475,8129,81.92109716,190.4759646,2834,385,1614,4618,1879,4986,2007,2866,636,2192,1015,299,3368,3258,3403,3182,3072,430,178,3324,2711,791,2674,828,350,3113,39,282,8.052541405,483,2318,419,46495.97505,81921849.93
214,674,419105,KAZO,Kazo,,,141,KAZO COUNTY,4191,KAZO,419,KIRUHURA,KIRUHURA,5709,28824,14168,14656,299.853499,96.12694231,5146,1014,3666,8340,3017,8319,4724,4779,930,3916,1594,460,5449,5087,5483,5299,4620,1089,818,4891,4455,1254,4457,1252,814,4810,85,622,10.89507795,950,3113,1024,156392.8161,299855808.9
215,688,421103,KIGUMBA TOWN COUNCIL,Kigumba Town Council,Town Council,,125,KIBANDA COUNTY,4211,KIBANDA,421,KIRYANDONGO,KIRYANDONGO,4082,18625,8850,9775,28.1665589,661.2451335,3372,300,900,4253,4479,6240,2025,1826,2256,2650,1336,482,3703,3976,3995,3807,1011,3071,804,3278,1324,2758,407,3675,978,3040,64,1139,27.90298873,1285,1200,458,23090.05441,28166869.25
216,690,421105,KIRYANDONGO REFUGEE SETTLEMENT,Kiryandongo Refugee Camp,,,125,KIBANDA COUNTY,4211,KIBANDA,421,KIRYANDONGO,KIRYANDONGO,2309,14069,6796,7273,42.36293533,332.1063541,3226,364,1681,2459,1780,2766,2099,1362,947,549,341,43,1910,1655,1975,1990,1971,338,1580,729,2076,233,8,2301,744,908,657,178,7.70896492,246,797,1088,33499.3579,42363411.48
217,691,421106,KIRYANDONGO TOWN COUNCIL,Kiryandongo Town Council,Town Council,,125,KIBANDA COUNTY,4211,KIBANDA,421,KIRYANDONGO,KIRYANDONGO,1305,5972,2956,3016,14.47973976,412.4383519,1003,63,216,1282,1687,2211,543,514,791,880,605,162,1242,1173,1185,1241,410,895,313,992,510,795,43,1262,239,1027,39,410,31.41762452,276,482,137,18253.3147,14479901.05
218,692,421107,MASINDI PORT,Masindi Port,,,125,KIBANDA COUNTY,4211,KIBANDA,421,KIRYANDONGO,KIRYANDONGO,1894,8875,4646,4229,269.8757471,32.88550415,1702,239,849,2561,1161,2302,1677,1468,426,1074,833,207,1738,1559,1740,1655,1292,602,1077,817,1479,415,315,1579,248,955,691,188,9.926082365,160,1182,364,71948.38253,269878667.2
219,686,421101,BWEYALE TOWN COUNCIL,Bweyale Town Council,Town Council,,125,KIBANDA COUNTY,4211,KIBANDA,421,KIRYANDONGO,KIRYANDONGO,6277,31173,15038,16135,44.43748508,701.5023452,6001,743,2915,6527,6004,9008,4120,3931,2346,3067,1791,578,5473,5720,5845,5629,2988,3289,2863,3414,3223,3054,759,5518,1525,4396,356,1212,19.3085869,1410,2248,1407,45103.58703,44437985.75
220,699,408106,KISORO TOWN COUNCIL,Kisoro (Central + Northern + Southern Division),Municipality,Kisoro,88,BUFUMBIRA COUNTY SOUTH,4081,BUFUMBIRA,408,KISORO,KISORO,4117,15859,7465,8394,11.39929709,1391.226133,2601,325,1756,3261,4157,6153,1903,1926,2191,2656,912,448,3652,3890,3882,3595,1219,2898,6,4111,1436,2681,217,3900,1485,2569,63,1729,41.99659947,451,1620,317,16254.73605,11399360.2
221,702,408109,NYABWISHENYA,Nyabwishenya,,,87,BUFUMBIRA COUNTY NORTH,4081,BUFUMBIRA,408,KISORO,KISORO,2952,15186,7050,8136,72.41923488,209.6956703,2958,698,1967,3501,1384,3581,2202,2611,341,1660,330,93,2864,2400,2770,2724,2584,368,150,2802,2745,207,2371,581,421,2457,74,118,3.997289973,177,1154,1503,49750.45787,72419659.34
222,695,408102,BUSANZA,Busanza,,,87,BUFUMBIRA COUNTY NORTH,4081,BUFUMBIRA,408,KISORO,KISORO,3926,17864,7644,10220,54.62943396,327.0032051,3417,444,2227,5206,1625,5055,2695,3618,308,2689,925,228,3819,3414,3664,3596,2657,1269,39,3887,3402,524,1605,2321,201,3578,147,236,6.011207336,180,1830,1680,42922.53647,54629745.65
223,698,408105,KIRUNDO,Kirundo,,,87,BUFUMBIRA COUNTY NORTH,4081,BUFUMBIRA,408,KISORO,KISORO,4441,20049,9081,10968,143.9126118,139.3137109,3764,520,2387,5239,2314,5470,3068,3743,698,2750,649,212,4297,3965,4211,4214,3457,984,51,4390,3904,537,1480,2961,505,3873,63,292,6.575095699,440,1994,1715,88849.49814,143913469.1
224,705,408112,NYARUBUYE,Nyarubuye,,,87,BUFUMBIRA COUNTY NORTH,4081,BUFUMBIRA,408,KISORO,KISORO,4303,18909,8470,10439,33.30204249,567.803011,3321,605,2704,5502,1436,5145,3204,4121,182,2894,942,201,4150,3243,4062,3828,2766,1537,20,4283,3705,598,1015,3288,509,3681,113,135,3.137346038,178,3064,926,29403.26626,33302229.01
225,707,408114,NYUNDO,Nyundo,,,86,BUFUMBIRA COUNTY EAST,4081,BUFUMBIRA,408,KISORO,KISORO,2619,13160,6115,7045,55.19406811,238.4314194,2539,383,1807,3569,1163,3616,1966,2429,190,1762,507,97,2536,2279,2510,2379,1955,664,21,2598,2438,181,1396,1223,413,2176,30,117,4.467353952,170,1587,745,47692.54416,55191884.89
226,694,408101,BUKIMBIRI,Bukimbiri,,,86,BUFUMBIRA COUNTY EAST,4081,BUFUMBIRA,408,KISORO,KISORO,3177,15377,7262,8115,51.41791972,299.0591623,3087,290,1333,4680,1826,4773,1927,2969,208,2238,352,115,3073,2945,3064,3029,2860,317,32,3145,2761,416,2325,852,54,3102,21,120,3.777148253,283,1163,1611,49196.42399,51418327.71
227,697,408104,KANABA,Kanaba,,,86,BUFUMBIRA COUNTY EAST,4081,BUFUMBIRA,408,KISORO,KISORO,3270,16112,7411,8701,43.61838782,369.3855002,2902,673,2805,3875,1323,3796,2935,3095,175,2372,379,146,3198,2743,3176,2934,2898,372,74,3196,2958,312,1802,1468,59,3104,107,172,5.259938838,96,2762,240,36282.81926,43618610.14
228,703,408110,NYAKABANDE,Nyakabande,,,86,BUFUMBIRA COUNTY EAST,4081,BUFUMBIRA,408,KISORO,KISORO,5367,24879,11421,13458,46.1273395,539.3547573,4732,399,3731,5731,3574,7200,3887,4635,732,3532,1459,377,5140,4747,4983,4665,2010,3357,32,5335,3677,1690,2285,3082,708,4595,64,573,10.67635551,333,4089,372,37059.37865,46127598.44
229,704,408111,NYAKINAMA,Nyakinama,,,88,BUFUMBIRA COUNTY SOUTH,4081,BUFUMBIRA,408,KISORO,KISORO,4550,19676,8507,11169,34.38791093,572.1778226,3856,519,3277,4736,1889,4969,3582,3908,642,2833,1095,281,4387,4200,4362,4026,3199,1351,3,4547,3538,1012,781,3769,1061,3325,164,245,5.384615385,557,3361,387,31745.90644,34388103.4
230,696,408103,CHAHI,Chahi,,,88,BUFUMBIRA COUNTY SOUTH,4081,BUFUMBIRA,408,KISORO,KISORO,4098,18809,8371,10438,27.50757898,683.7751884,3341,832,3846,3771,1906,4050,3931,3474,624,2511,1023,285,3932,3082,3786,3500,2769,1329,44,4054,3344,754,1571,2527,725,3189,184,227,5.539287457,211,3372,288,23996.32297,27507731
231,700,408107,MURAMBA,Muramba,,,88,BUFUMBIRA COUNTY SOUTH,4081,BUFUMBIRA,408,KISORO,KISORO,8496,36308,15450,20858,44.97679761,807.260675,6826,1082,7388,7673,3030,8037,7323,7440,1056,4820,1236,324,8092,7475,7338,7329,7538,958,53,8443,7567,929,6540,1956,751,6792,953,356,4.190207156,511,6370,1259,30453.40608,44977045.47
232,706,408113,NYARUSIZA,Nyarusiza,,,88,BUFUMBIRA COUNTY SOUTH,4081,BUFUMBIRA,408,KISORO,KISORO,6718,30308,13324,16984,71.91070388,421.4671581,5820,959,5640,6577,2507,6612,5911,5704,1014,4293,1387,383,6522,6029,6242,5752,5853,865,17,6701,5629,1089,1470,5248,3373,2877,468,225,3.349211075,464,5448,581,45261.79556,71911096.13
233,701,408108,MURORA,Murora,,,86,BUFUMBIRA COUNTY EAST,4081,BUFUMBIRA,408,KISORO,KISORO,4256,19209,8484,10725,38.71499438,496.1643494,3485,786,3675,4229,1456,4130,3919,4010,246,2635,598,160,4117,3539,3972,3626,3429,827,71,4185,4021,235,1758,2498,301,3841,114,173,4.064849624,96,3114,873,28738.77373,38715344.47
234,708,305101,KITGUM MATIDI,Kitgum Pager Division,Municipality,Kitgum,91,CHUA COUNTY,3051,CHUA,305,KITGUM,KITGUM,7095,35121,16963,18158,133.135303,263.7993019,6667,655,2482,7799,8123,11726,4052,4746,2349,3335,3631,283,6752,6063,6516,5621,4091,3004,4437,2658,4961,2134,414,6681,2477,3453,1165,1163,16.39182523,1708,2727,1497,91841.51746,133137275.2
235,710,305103,LABONGO AKWANG,Labongo Akwang,,,91,CHUA COUNTY,3051,CHUA,305,KITGUM,KITGUM,7151,34720,16746,17974,271.9569034,127.6672869,6473,769,2386,7469,8844,12085,3905,4632,2519,3578,3520,247,6809,6211,6513,5743,3920,3231,3706,3445,4534,2617,629,6522,2634,3395,1122,1480,20.6964061,1725,2337,1609,87391.02193,271960681.9
236,711,305104,LABONGO AMIDA,Labongo Amida,,,91,CHUA COUNTY,3051,CHUA,305,KITGUM,KITGUM,1621,8417,4128,4289,239.1604904,35.19394022,1593,281,878,2156,1161,2116,1447,1492,129,645,793,449,1526,1315,1530,1118,1498,123,1163,458,1544,77,122,1499,165,1016,440,62,3.824799506,306,805,448,111712.2815,239169485
237,712,305105,LABONGO LAYAMO,Labongo Layamo,,,91,CHUA COUNTY,3051,CHUA,305,KITGUM,KITGUM,531,2886,1434,1452,115.6998148,24.94386015,590,80,311,763,303,746,428,517,14,165,304,266,508,460,445,433,430,101,449,82,506,25,54,477,187,140,204,48,9.039548023,31,350,102,56435.65011,115700818.9
238,713,305106,LAGORO,Lagoro,,,91,CHUA COUNTY,3051,CHUA,305,KITGUM,KITGUM,2138,11660,5741,5919,255.553642,45.6264286,2385,351,1093,3197,1350,2772,2015,2023,115,780,1243,472,2007,1569,1877,1688,1868,270,2050,88,2084,54,394,1744,438,1035,665,62,2.899906455,810,246,1020,103264.269,255561122.3
239,715,305108,NAMOKORA,Namokora,,,91,CHUA COUNTY,3051,CHUA,305,KITGUM,KITGUM,2648,14167,6912,7255,378.9850444,37.38142233,2799,475,1887,3521,1592,3539,2378,2526,122,990,1279,545,2537,1731,2499,2130,2438,210,2293,355,2546,102,829,1819,844,1240,564,85,3.209969789,810,1277,476,103195.7212,378988161.3
240,716,305109,OMIYA ANYIMA,Omiya Anyima,,,91,CHUA COUNTY,3051,CHUA,305,KITGUM,KITGUM,3847,21083,10268,10815,311.2036536,67.74663395,4212,692,2299,5642,2240,5076,3502,3588,259,1208,1931,343,3646,2571,3388,3004,3560,287,2989,858,3746,101,688,3159,473,1813,1561,144,3.743176501,317,2215,1171,87423.48835,311208504.9
241,717,305110,OROM,Orom,,,91,CHUA COUNTY,3051,CHUA,305,KITGUM,KITGUM,5051,27776,13341,14435,1832.408701,15.15819041,3956,2592,5426,5926,1852,5234,5943,4760,291,1201,1785,1170,4758,3282,4464,3040,4768,283,4777,274,4954,97,2440,2611,773,1429,2849,171,3.385468224,431,1962,2487,205088.1444,1828652381
242,709,305102,KITGUM TOWN COUNCIL,Kitgum Central Division,Municipality,Kitgum,91,CHUA COUNTY,3051,CHUA,305,KITGUM,KITGUM,5524,26872,13111,13761,30.26612704,887.8572393,4880,501,2016,5998,6036,8697,3317,3681,1843,2490,2640,1029,5241,4924,5173,4282,3542,1982,3387,2137,3862,1662,541,4983,1413,3111,1000,1277,23.1173063,967,2166,1114,28301.01783,30266542.41
243,732,306101,KACHERI,Kacheri,,,94,JIE COUNTY,3061,JIE,306,KOTIDO,KOTIDO,4832,30016,13946,16070,1057.77613,28.3765148,490,6695,13551,518,412,781,11632,3689,1143,218,602,162,4752,1710,3367,2398,4678,154,4256,576,4703,129,1561,3271,207,433,4192,97,2.007450331,65,36,4634,174037.2526,1057794122
244,733,306102,KOTIDO,Kotido,,,94,JIE COUNTY,3061,JIE,306,KOTIDO,KOTIDO,4822,33686,15877,17809,592.5021862,56.85379866,1139,6565,13651,940,950,1224,12037,3836,986,442,549,109,4410,1554,3368,1811,4528,294,4102,720,4551,271,800,4022,210,805,3807,193,4.002488594,248,188,4193,178470.0827,592492751
245,734,306103,KOTIDO TOWN COUNCIL,Kotido Town Council,Town Council,,94,JIE COUNTY,3061,JIE,306,KOTIDO,KOTIDO,2789,13838,6659,7179,23.76985688,582.1658949,1543,1265,3251,1306,2538,2946,3168,609,2180,845,629,192,2652,2297,2433,1716,1685,1104,827,1962,1503,1286,160,2629,330,1250,1209,315,11.29437074,246,77,2151,25946.9586,23770144.34
246,735,306104,NAKAPERIMORU,Nakapelimoru,,,94,JIE COUNTY,3061,JIE,306,KOTIDO,KOTIDO,3217,26512,13131,13381,415.6128212,63.79013988,427,4305,9374,487,427,638,8282,2531,686,252,599,36,3137,682,2207,1602,3068,149,2915,302,3061,156,70,3147,189,837,2191,1054,32.7634442,29,33,2101,108572.8509,415618292.2
247,736,306105,PANYANGARA,Panyangara,,,94,JIE COUNTY,3061,JIE,306,KOTIDO,KOTIDO,5528,39958,18834,21124,873.6395751,45.73739691,557,7626,17790,579,684,781,15395,4704,824,239,617,106,5227,1000,3295,2455,5406,122,4654,874,5104,424,209,5319,203,967,4358,287,5.191751085,102,14,5125,153397.5876,873650765.1
248,737,306106,RENGEN,Rengen,,,94,JIE COUNTY,3061,JIE,306,KOTIDO,KOTIDO,5004,37040,17722,19318,647.1331654,57.23706029,828,7893,15399,556,593,888,13112,4104,900,287,822,149,4675,1154,3479,2352,4864,140,4732,272,4879,125,1056,3948,230,902,3872,108,2.158273381,50,82,4764,161764.5155,647142034.7
249,738,208101,ATUTUR,Atutur,,,97,KUMI COUNTY,2081,KUMI,208,KUMI,KUMI,3590,21570,10464,11106,105.299231,204.8448008,4412,354,1318,6401,3095,6172,3057,2968,622,1927,1630,264,3516,3248,3299,3277,2534,1056,2514,1076,2837,753,101,3489,486,2449,655,202,5.626740947,497,1408,1483,58927.82753,105300322
250,739,208102,KANYUM,Kanyum,,,97,KUMI COUNTY,2081,KUMI,208,KUMI,KUMI,6999,41801,20227,21574,144.0754555,290.1326936,9014,1115,2413,12729,4854,10951,6155,6373,626,3621,3267,508,6819,5945,6629,6490,4959,2040,4871,2128,5970,1029,602,6397,702,5437,860,245,3.500500071,346,3382,3026,64598.11404,144076932.5
251,740,208103,KUMI,Kumi,,,97,KUMI COUNTY,2081,KUMI,208,KUMI,KUMI,2846,17561,8610,8951,147.5961309,118.9800837,3714,415,1347,5275,2201,4952,2604,2492,354,1512,1318,266,2760,2412,2649,2517,2249,597,2286,560,2310,536,380,2466,497,1792,557,109,3.829936753,236,577,1924,78092.48169,147597691
252,741,208104,KUMI TOWN COUNCIL,Kumi (Northern + Southern Division),Municipality,Kumi,97,KUMI COUNTY,2081,KUMI,208,KUMI,KUMI,7039,36493,17803,18690,9.69866831,3762.681518,7235,573,2145,9517,7762,12108,4538,3994,3045,4115,2546,666,6778,6435,6583,6334,3536,3503,3351,3688,3754,3285,1055,5984,1110,5001,928,1405,19.96022162,954,2144,2536,14225.32112,9698769.815
253,742,208105,MUKONGORO,Mukongoro,,,97,KUMI COUNTY,2081,KUMI,208,KUMI,KUMI,7732,46798,22817,23981,167.5000818,279.3909083,9786,1138,3041,13521,5765,11823,7061,6901,831,3599,3364,681,7488,6561,7228,7290,5104,2628,4517,3215,5973,1759,1573,6159,1219,5691,822,403,5.212105535,632,3918,2779,68864.27058,167502420.3
254,743,208106,NYERO,Nyero,,,97,KUMI COUNTY,2081,KUMI,208,KUMI,KUMI,5533,33061,15988,17073,110.7251868,298.5860846,7100,752,2067,9276,4443,9120,4242,4809,724,3113,2437,504,5325,4639,5261,4924,3903,1630,3907,1626,4219,1314,844,4689,646,4070,817,466,8.422194108,978,1440,2649,46460.21634,110726336.5
255,744,208107,ONGINO,Ongino,,,97,KUMI COUNTY,2081,KUMI,208,KUMI,KUMI,7066,41984,20548,21436,389.1664307,107.8818641,8258,1411,4099,12159,4613,10539,7272,6058,1008,3707,3742,480,6848,6344,6751,6096,5814,1252,5902,1164,6068,998,747,6319,869,3502,2695,395,5.590150014,380,1548,4743,97495.22668,389170563.8
256,746,228102,BINYINY,Binyiny,,,75,KWEEN COUNTY,2281,KWEEN,228,KWEEN,KWEEN,981,5056,2506,2550,24.9195812,202.8926553,1039,98,343,1291,919,1398,759,917,64,428,86,44,970,776,919,931,966,15,426,555,968,13,425,556,147,682,152,18,1.834862385,52,852,59,36174.70052,24919838.86
257,747,228103,BINYINY TOWN COUNCIL,Binyiny Town Council,Town Council,,75,KWEEN COUNTY,2281,KWEEN,228,KWEEN,KWEEN,626,3288,1607,1681,5.677492156,579.1289375,637,76,205,794,761,949,523,439,187,369,54,51,565,595,601,614,592,34,158,468,586,40,77,549,35,532,59,38,6.07028754,161,381,46,11124.80081,5677550.708
258,748,228104,KAPRORON,Kaproron,,,75,KWEEN COUNTY,2281,KWEEN,228,KWEEN,KWEEN,967,5113,2531,2582,39.04620554,130.9474232,1007,100,252,1177,1154,1590,631,776,191,452,67,49,933,929,950,944,923,44,332,635,895,72,310,657,116,711,140,43,4.446742503,121,710,93,37086.70202,39046609.13
259,749,228105,KAPTOYOY,Kaptoyoy,,,75,KWEEN COUNTY,2281,KWEEN,228,KWEEN,KWEEN,1585,8239,4069,4170,30.1565835,273.2073412,1721,111,371,1920,2129,2643,1123,1320,265,919,79,111,1549,1486,1503,1545,1523,62,435,1150,1491,94,395,1190,71,1437,77,104,6.561514196,277,1175,29,31075.65876,30156894.94
260,750,228106,KAPTUM,Kaptum,,,75,KWEEN COUNTY,2281,KWEEN,228,KWEEN,KWEEN,1729,9404,4642,4762,53.42292195,176.0293083,1839,153,549,1799,2410,3002,999,1484,245,960,113,76,1676,1630,1706,1693,1633,96,677,1052,1625,104,335,1394,154,1360,215,111,6.419895894,129,1386,103,37758.79284,53423475.26
261,751,228107,KIRIKI,Kiriki,,,75,KWEEN COUNTY,2281,KWEEN,228,KWEEN,KWEEN,1247,4863,2600,2263,84.04919512,57.85897168,806,92,361,1420,1009,1718,795,1030,217,471,266,89,1160,1033,1157,1126,1221,26,755,492,1209,38,668,579,125,682,440,71,5.693664796,100,727,349,61410.57018,50319469.59
262,753,228109,KWANYIY,Kwanyiy,,,75,KWEEN COUNTY,2281,KWEEN,228,KWEEN,KWEEN,1821,10054,4970,5084,36.29258336,277.0262977,2190,233,521,2629,1714,2718,1362,1637,184,565,162,49,1741,1622,1684,1742,1793,28,1048,773,1714,107,369,1452,138,1468,215,37,2.031850632,148,1095,541,34658.69382,36292955.25
