OBJECTID,ID,SCODE2014,SNAME2014,Subcounty_2014,Urban_Status_2014,Municipality_Name,CONST_CODE,CONSTITUENCY,CCODE2014,CNAME2014,DCODE2014,DNAME2014,DNAME2016,Households_2014,Population_2014,Male_2014,Female_2014,Area_GIS_km2,Population_Density_2014,Attending_School_6_to_12yr_2014,Not_attending_School_6_to_12yr_2014,Never_been_to_School_15plus_2014,Attended_Primary_15plus_2014,Attended_Secondary_and_above_15plus_2014,Literate_18plus_2014,Not_Literate_18plus_2014,HH_Subsistence_Farming_2014,HH_non_Subsistence_Farming_2014,HH_own_Radio_2014,HH_own_Bicycle_2014,HH_own_Motorcycle_2014,HH_own_Moquito_Net_2014,HH_own_two_sets_Clothing_2014,HH_Salt_available_2014,HH_at_least_two_Meals_a_Day_2014,HH_Wall_temporary_2014,HH_Wall_permanent_2014,HH_Roof_temporary_2014,HH_Roof_permanent_2014,HH_Floor_temporary_2014,HH_Floor_permanent_2014,HH_Unprotected_Drinking_Water_2014,HH_Protected_Drinking_Water_2014,HH_Improved_Toilet_2014,HH_Unimproved_Toilet_2014,HH_No_Toilet_2014,HH_Lighting_Electricity_2014,HH_Lighting_Electricity_2014_percent,HH_Lighting_Paraffin_Lantern_2014,HH_Lighting_Paraffin_Tadooba_2014,HH_Lighting_Other_2014,Shape_Length,Shape_Area
591,453,405204,KARAGO TOWN COUNCIL,Karago Town Council,Town Council,,52,BURAHYA COUNTY,4052,BURAHYA,405,KABAROLE,KABAROLE,2136,9743,4874,4869,14.73503107,661.2134005,1789,140,756,2608,1873,3523,1045,974,1162,1762,834,299,2049,2081,2065,1993,1720,416,26,2110,1575,561,367,1769,225,1848,63,419,19.61610487,158,1385,174,22790.67394,14735162.06
592,448,405201,BUKUUKU,Bukuuku,,,52,BURAHYA COUNTY,4052,BURAHYA,405,KABAROLE,KABAROLE,2400,11026,5470,5556,19.79158592,557.1054309,2139,145,989,3296,1675,3668,1477,1335,1065,1964,1099,369,2324,2220,2332,2260,2101,299,40,2360,2025,375,723,1677,95,2204,101,211,8.791666667,185,1789,215,25284.27814,19791750.06
593,464,405211,MUGUSU,Mugusu,,,52,BURAHYA COUNTY,4052,BURAHYA,405,KABAROLE,KABAROLE,5214,23702,11890,11812,47.66789848,497.2319056,4572,565,1895,7335,3202,8090,2671,3988,1226,4103,1851,624,5058,5002,5116,4837,4684,530,150,5064,4426,788,1339,3875,776,4330,108,358,6.866129651,534,3963,359,32613.90843,47668778.8
594,454,405205,KARAMBI,Karambi,,,52,BURAHYA COUNTY,4052,BURAHYA,405,KABAROLE,KABAROLE,6249,25984,12789,13195,46.94230418,553.5305617,4412,315,1877,7207,5983,10828,2413,2577,3672,5102,1807,1011,5832,6070,5987,5725,3867,2382,23,6226,3605,2644,1325,4924,1226,4949,74,1631,26.10017603,1015,3018,585,51559.14066,46942718.01
595,469,405302,SOUTHERN DIVISION,Kabarole Southern Division,Municipality,Fort Portal,58,FORT PORTAL MUNICIPALITY,4053,FORT PORTAL MUNICIPALITY,405,KABAROLE,KABAROLE,4851,16627,7831,8796,10.60302287,1568.137711,1930,78,426,3069,6464,8333,601,359,4492,3512,622,526,4453,4751,4512,4393,1562,3289,7,4844,1117,3734,332,4519,1229,3607,15,3061,63.10039167,631,628,531,15217.4468,10603116.41
596,466,405212,RUTEETE,Ruteete,,,52,BURAHYA COUNTY,4052,BURAHYA,405,KABAROLE,KABAROLE,4324,18095,9024,9071,164.9019838,109.7318515,3241,471,1741,5492,2369,6107,2349,2888,1436,3212,1436,457,4104,4007,4109,4004,3381,943,121,4203,3467,857,1655,2669,815,3427,82,505,11.67900093,476,2917,426,82478.44378,164903416
597,456,405207,KASENDA,Kasenda,,,52,BURAHYA COUNTY,4052,BURAHYA,405,KABAROLE,KABAROLE,5102,24090,11691,12399,270.7720866,88.96781164,4651,717,2427,7524,2248,7141,3427,4398,704,3359,1323,428,4874,4012,4770,4605,4527,575,224,4878,4651,451,3350,1752,1007,3964,131,303,5.938847511,341,4024,434,98928.69526,270772850
598,447,405101,BUHEESI,Buheesi,,,51,BUNYANGABU COUNTY,4051,BUNYANGABU,405,KABAROLE,KABAROLE,8113,36122,17831,18291,96.90099335,372.7722364,7208,685,3291,11337,3686,11777,4256,6043,2070,6348,2906,1005,7837,7555,7763,7628,7592,521,206,7907,7406,707,3196,4917,1128,6803,182,561,6.914828054,351,6717,484,66943.7977,96901834.14
599,465,405107,RUBONA TOWN COUNCIL,Rubona Town Council,Town Council,,51,BUNYANGABU COUNTY,4051,BUNYANGABU,405,KABAROLE,KABAROLE,1348,5602,2752,2850,12.20543049,458.9760275,1019,61,391,1612,1102,2167,560,779,569,1094,370,127,1296,1289,1325,1261,1062,286,15,1333,971,377,213,1135,916,422,10,203,15.05934718,187,857,101,15243.15207,12205536.45
600,457,405103,KATEEBWA,Katebwa,,,51,BUNYANGABU COUNTY,4051,BUNYANGABU,405,KABAROLE,KABAROLE,3818,20858,10249,10609,82.98004077,251.3616504,4482,595,1594,5376,2461,5718,2287,3315,503,2225,573,215,3675,3026,3570,3654,3406,412,257,3561,3604,214,2776,1042,449,3273,96,186,4.871660555,116,3166,350,43173.81179,82980761.51
601,461,405210,KIJURA TOWN COUNCIL,Kijura Town Council,Town Council,,51,BUNYANGABU COUNTY,4052,BURAHYA,405,KABAROLE,KABAROLE,2807,10732,5674,5058,49.41937772,217.1617793,1674,308,1080,3703,1312,3949,1517,1491,1316,1988,713,202,2489,2488,2661,2563,1394,1413,114,2693,1749,1058,652,2155,442,2333,32,507,18.06198789,339,1157,804,39736.52803,49419802.83
602,459,405105,KIBIITO TOWN COUNCIL,Kibiito Town Council,Town Council,,51,BUNYANGABU COUNTY,4051,BUNYANGABU,405,KABAROLE,KABAROLE,2781,12788,6177,6611,19.48185665,656.4056102,2409,194,938,3747,2134,4558,1278,0,0,2091,609,256,2608,2665,2702,2625,2028,753,35,2746,2004,777,372,2409,781,1953,47,558,20.06472492,253,1842,128,26848.87411,19482022.87
603,458,405104,KIBIITO,Kibiito,,,51,BUNYANGABU COUNTY,4051,BUNYANGABU,405,KABAROLE,KABAROLE,3933,18797,9288,9509,36.66492093,512.6698633,3667,354,1521,5774,2444,6145,2296,3252,681,2934,1250,366,3690,3610,3732,3658,3306,627,65,3868,3405,528,1444,2489,658,3183,92,365,9.280447496,371,3038,159,39192.74313,36665249.51
604,467,405108,RWIMI,Rwimi,,,51,BUNYANGABU COUNTY,4051,BUNYANGABU,405,KABAROLE,KABAROLE,3789,17020,8381,8639,44.16914852,385.3368374,3299,344,1801,5345,1756,5294,2507,3374,415,2754,1323,382,3607,3498,3654,3544,3248,541,134,3655,3277,512,1495,2294,862,2889,38,199,5.252045395,272,3053,265,38002.99777,44169520.54
605,468,405109,RWIMI TOWN COUNCIL,Rwimi Town Council,Town Council,,51,BUNYANGABU COUNTY,4051,BUNYANGABU,405,KABAROLE,KABAROLE,3489,16216,8254,7962,41.07717652,394.7690999,2738,284,1110,4491,2829,5641,1676,2287,1202,2496,1111,421,3239,3258,3246,3276,1940,1549,82,3407,2206,1283,1059,2430,703,2763,23,880,25.22212668,244,2090,275,39171.07026,41078062.47
606,452,405102,KABONERO,Kabonero,,,51,BUNYANGABU COUNTY,4051,BUNYANGABU,405,KABAROLE,KABAROLE,3742,19354,9623,9731,115.910256,166.974008,4073,390,1306,5839,2106,5774,2141,3380,362,2580,733,204,3587,3228,3548,3610,3532,210,251,3491,3558,184,1724,2018,116,3435,191,339,9.059326563,100,3016,287,78589.35996,115912118.1
607,462,405209,KIKO TOWN COUNCIL,Kiko Town Council,Town Council,,52,BURAHYA COUNTY,4052,BURAHYA,405,KABAROLE,KABAROLE,3052,12021,6093,5928,95.33584399,126.0910849,1952,260,1001,3484,2403,4682,1418,1464,1588,2367,1066,458,2838,2870,2902,2820,1620,1432,54,2998,1830,1222,1083,1969,744,2254,54,562,18.41415465,230,1808,452,54933.41671,95336700.35
608,450,405301,EASTERN DIVISION,Kabarole Eastern Division,Municipality,Fort Portal,58,FORT PORTAL MUNICIPALITY,4053,FORT PORTAL MUNICIPALITY,405,KABAROLE,KABAROLE,4981,18524,9057,9467,15.58659449,1188.457171,2745,144,963,4206,6261,8987,1195,859,4122,3760,952,663,4595,4828,4596,4545,2206,2775,8,4973,1757,3224,647,4334,1393,3566,22,2298,46.13531419,776,1358,549,22398.25336,15586732.51
609,470,405303,WESTERN  DIVISION,Kabarole Western Division,Municipality,Fort Portal,58,FORT PORTAL MUNICIPALITY,4053,FORT PORTAL MUNICIPALITY,405,KABAROLE,KABAROLE,4997,18635,9541,9094,11.8005164,1579.168179,2420,218,787,3861,6294,8717,1048,616,4381,3691,736,668,4689,4937,4925,4554,1768,3229,42,4955,1599,3398,430,4567,1223,3716,58,2926,58.55513308,623,915,533,18447.75484,11800621.36
610,460,405208,KICWAMBA,Kicwamba,,,52,BURAHYA COUNTY,4052,BURAHYA,405,KABAROLE,KABAROLE,7769,35111,17723,17388,145.8248738,240.7751099,6293,1091,3868,10333,4221,10822,5149,5507,2262,6029,2926,1009,7254,6689,7200,6918,5887,1882,267,7502,6632,1137,2871,4898,1095,6186,488,857,11.03102072,430,5809,673,72579.72398,145825091.3
611,474,213102,APERIKIRA,Aperkira,,,200,KABERAMAIDO COUNTY,2131,KABERAMAIDO,213,KABERAMAIDO,KABERAMAIDO,2448,14298,7108,7190,125.2605963,114.1460317,3112,351,772,4375,1557,3946,1630,2221,227,1406,1766,180,2383,2077,2330,2376,2123,325,1918,530,2241,207,136,2312,162,1960,326,105,4.289215686,121,1252,970,66748.58947,125261963.6
612,476,213103,KABERAMAIDO,Kaberamaido,,,200,KABERAMAIDO COUNTY,2131,KABERAMAIDO,213,KABERAMAIDO,KABERAMAIDO,3185,17716,8742,8974,106.3064167,166.6503354,3643,475,873,5506,2334,5162,2108,2914,271,1922,2303,210,3087,2720,2922,3060,2700,485,2531,654,2853,332,348,2837,379,2483,323,163,5.117739403,84,2212,726,66722.94492,106307584.1
613,477,213104,KABERAMAIDO TOWN COUNCIL,Kaberamaido Town Council,Town Council,,200,KABERAMAIDO COUNTY,2131,KABERAMAIDO,213,KABERAMAIDO,KABERAMAIDO,1069,4032,1906,2126,7.438563646,542.0401292,661,42,147,854,1225,1658,275,367,702,686,537,130,994,992,995,996,443,626,355,714,437,632,32,1037,205,840,24,225,21.04770814,119,346,379,11105.31197,7438645.317
614,480,213105,KOBULUBULU,Kobulubulu,,,200,KABERAMAIDO COUNTY,2131,KABERAMAIDO,213,KABERAMAIDO,KABERAMAIDO,3595,19658,9785,9873,209.9170829,93.6464995,4154,597,899,6186,2634,5966,2229,3106,489,2020,2563,233,3479,3159,3437,3409,3121,474,2952,643,3164,431,308,3287,367,2395,833,202,5.61891516,142,2517,734,66339.79832,209918898.8
615,481,213106,OCHERO,Ochero,,,200,KABERAMAIDO COUNTY,2131,KABERAMAIDO,213,KABERAMAIDO,KABERAMAIDO,4650,26116,12894,13222,301.4994489,86.6203905,1349,5440,810,1350,8388,7539,3146,4095,555,2508,3019,278,4501,3878,4233,4409,3998,652,3364,1286,4146,504,134,4516,312,3042,1296,255,5.483870968,260,2727,1408,79474.08676,301502155.7
616,473,213202,APAPAI,Apapai,,,201,KALAKI COUNTY,2132,KALAKI,213,KABERAMAIDO,KABERAMAIDO,2009,11224,5494,5730,78.50383501,142.9739069,2266,249,724,3263,1463,3286,1288,1841,168,1123,1163,88,1934,1506,1892,1826,1821,188,1750,259,1863,146,105,1904,166,1395,448,66,3.285216526,100,995,848,47959.30495,78504485.51
617,475,213203,BULULU,Bululu,,,201,KALAKI COUNTY,2132,KALAKI,213,KABERAMAIDO,KABERAMAIDO,3620,21390,10667,10723,234.4471616,91.23590943,4687,517,1065,6380,2380,5867,2364,3391,229,1877,2483,197,3528,2929,3345,3418,3192,428,3046,574,3315,305,138,3482,380,2491,749,118,3.259668508,53,1747,1702,72265.1468,234468678
618,478,213204,KAKURE,Kakure,,,201,KALAKI COUNTY,2132,KALAKI,213,KABERAMAIDO,KABERAMAIDO,2111,12611,6169,6442,75.4389139,167.1683664,2534,361,724,3685,1418,3327,1586,1940,171,1238,1378,86,2061,1702,1969,2027,1842,269,1806,305,1904,207,177,1934,1013,805,293,63,2.984367598,67,1167,814,45070.53108,75439159.86
619,479,213205,KALAKI,Kalaki,,,201,KALAKI COUNTY,2132,KALAKI,213,KABERAMAIDO,KABERAMAIDO,2944,16725,8316,8409,103.164376,162.1199162,3484,395,839,4673,2458,4853,1878,2455,489,1686,2018,137,2842,2517,2747,2823,2371,573,2215,729,2529,415,226,2718,361,2113,470,200,6.793478261,254,1589,901,50003.64588,103165438.2
620,482,213206,OTUBOI,Otuboi,,,201,KALAKI COUNTY,2132,KALAKI,213,KABERAMAIDO,KABERAMAIDO,4871,25953,12738,13215,125.7334989,206.4127716,4889,1082,1669,7751,3648,7966,3066,4260,611,2740,2536,228,4629,4146,4572,4581,3880,991,3619,1252,3961,910,666,4205,495,3327,1049,264,5.419831657,438,3058,1111,53485.90163,125734870.7
621,486,101102,KALANGALA TOWN COUNCIL,Kalangala Town Council,Town Council,,59,BUJUMBA COUNTY,1011,BUJUMBA,101,KALANGALA,KALANGALA,1605,4980,2623,2357,61.00890044,81.62743409,638,21,166,1177,1559,2389,283,211,1394,1045,209,151,1345,1559,1555,1437,826,779,42,1563,673,932,242,1363,369,1230,6,798,49.71962617,247,320,240,30335.50423,61009354.48
622,489,101103,MUGOYE,Mugoye,,,59,BUJUMBA COUNTY,1011,BUJUMBA,101,KALANGALA,KALANGALA,3820,12224,6777,5447,710.1660807,17.21287503,1627,134,819,4196,1935,4853,1611,1392,2428,2492,717,328,3303,3619,3720,3310,2729,1091,123,3697,2761,1059,1550,2270,606,3033,181,442,11.57068063,721,1950,707,120678.2245,710165169.2
623,483,101201,BUBEKE,Bubeke,,,60,KYAMUSWA COUNTY,1012,KYAMUSWA,101,KALANGALA,KALANGALA,2039,5133,3023,2110,719.7006168,7.132132278,310,34,452,1741,1125,2432,771,172,1867,1287,128,43,1275,1931,1843,1672,1985,54,847,1192,1936,103,1496,543,702,839,498,208,10.20107896,226,901,704,119663.8639,719706034.6
624,484,101202,BUFUMIRA,Bufumira,,,60,KYAMUSWA COUNTY,1012,KYAMUSWA,101,KALANGALA,KALANGALA,3994,10292,6019,4273,626.3605301,16.43143127,815,127,951,3488,1806,4410,1585,994,3000,2313,343,109,3307,3820,3892,3394,3693,301,1339,2655,3520,474,2525,1469,1211,2072,711,363,9.088632949,631,1969,1031,111871.6759,626365261.5
625,487,101203,KYAMUSWA,Kyamuswa,,,60,KYAMUSWA COUNTY,1012,KYAMUSWA,101,KALANGALA,KALANGALA,1829,4731,2733,1998,2643.951793,1.789366966,366,39,277,1707,1038,2330,560,629,1200,1184,234,67,1285,1740,1525,1543,1758,71,659,1170,1646,183,946,883,443,1344,42,233,12.73920175,149,868,579,216572.7709,2643969851
626,488,101204,MAZINGA,Mazinga,,,60,KYAMUSWA COUNTY,1012,KYAMUSWA,101,KALANGALA,KALANGALA,2354,5377,3431,1946,1390.507528,3.866933398,200,31,373,2348,988,2685,940,124,2230,1485,289,105,1786,2169,1864,1957,2298,56,372,1982,2218,136,1533,821,874,1362,118,169,7.179269329,147,1114,924,160021.1544,1390516879
627,200,225102,BUKHALU,Bukhalu,,,130,BULAMBULI COUNTY,2251,BULAMBULI,225,BULAMBULI,BULAMBULI,4872,28044,13792,14252,45.41143437,617.553715,6485,760,1516,6805,4204,7116,3632,4148,724,3091,1616,248,4669,4433,4651,4572,4304,568,601,4271,4342,530,1445,3427,540,3757,575,489,10.03694581,453,3691,239,49684.52671,45411895.07
628,201,225103,BULAAGO,Bulaago,,,130,BULAMBULI COUNTY,2251,BULAMBULI,225,BULAMBULI,BULAMBULI,1997,9469,4892,4577,38.34187352,246.9623712,1906,173,442,2618,2007,3360,1057,1698,299,1226,234,51,1891,1765,1916,1847,1850,147,103,1894,1863,134,1159,838,210,1743,44,89,4.456685028,184,1587,137,42449.32217,38342254.94
629,215,225117,NAMISUNI,Namisuni,,,130,BULAMBULI COUNTY,2251,BULAMBULI,225,BULAMBULI,BULAMBULI,1423,8672,4600,4072,3.686886368,2352.120227,1757,179,731,2136,1919,2946,1218,1209,214,875,269,78,1349,1140,1363,1317,1365,58,72,1351,1374,49,117,1306,206,1189,28,47,3.302881237,108,1137,131,9804.655267,3686923.627
630,205,225107,BULUGANYA,Buluganya,,,130,BULAMBULI COUNTY,2251,BULAMBULI,225,BULAMBULI,BULAMBULI,2014,12944,6692,6252,16.43640588,787.5200997,3492,236,487,3015,2155,3290,1382,1573,441,1294,184,43,1960,1792,1944,1887,1926,88,174,1840,1937,77,1010,1004,299,1613,102,46,2.284011917,268,1606,94,37151.51547,16436660.44
631,206,225108,BUMASOBO,Bumasobo,,,130,BULAMBULI COUNTY,2251,BULAMBULI,225,BULAMBULI,BULAMBULI,1745,8045,4121,3924,78.92300112,101.9347958,1596,167,446,2459,1271,2533,1092,1583,162,1176,59,25,1696,1459,1699,1638,1667,78,181,1564,1659,86,926,819,240,1446,59,31,1.776504298,126,1424,164,48400.47768,78926068.74
632,208,225110,BUNAMBUTYE,Bunambutye,,,130,BULAMBULI COUNTY,2251,BULAMBULI,225,BULAMBULI,BULAMBULI,1827,8391,4316,4075,270.4403232,31.02717782,1504,112,683,2540,1165,2346,1508,1602,225,1034,572,87,1705,1636,1737,1680,1748,79,829,998,1744,83,331,1496,137,1264,426,74,4.050355774,144,1487,122,95662.31209,270443153.6
633,209,225111,BWIKHONGE,Bwikhonge,,,130,BULAMBULI COUNTY,2251,BULAMBULI,225,BULAMBULI,BULAMBULI,1700,7765,3825,3940,74.45302026,104.2939557,1517,130,574,2236,994,2063,1211,1392,308,953,573,65,1599,1510,1544,1582,1599,101,577,1123,1605,95,766,934,337,1125,238,69,4.058823529,132,1405,94,48139.2234,74457963.32
634,211,225114,LUSHA,Lusha,,,130,BULAMBULI COUNTY,2251,BULAMBULI,225,BULAMBULI,BULAMBULI,2426,8814,4417,4397,6.439577076,1368.723426,1549,106,644,2554,2065,3378,1265,2063,363,1342,411,264,2297,1864,2318,2203,2325,101,198,2228,2351,75,860,1566,643,1740,43,102,4.204451772,185,1958,181,15566.36522,6439641.782
635,212,225115,MASIIRA,Masiira,,,130,BULAMBULI COUNTY,2251,BULAMBULI,225,BULAMBULI,BULAMBULI,1915,9522,4714,4808,46.30827973,205.6219764,2010,122,464,3031,1697,3052,1374,1788,127,1188,97,26,1867,1471,1716,1669,1850,65,158,1757,1872,43,991,924,266,1565,84,65,3.394255875,162,1579,109,53022.66966,46308743.49
636,214,225112,NABONGO,Nabbongo,,,130,BULAMBULI COUNTY,2251,BULAMBULI,225,BULAMBULI,BULAMBULI,2060,9582,4747,4835,23.73553612,403.6984862,1904,178,723,2715,1380,2751,1386,1805,255,1152,710,75,1991,1813,1956,1944,1905,155,409,1651,1925,135,146,1914,214,1529,317,107,5.194174757,127,1724,102,25103.48043,23735779.27
637,217,225118,SISIYI,Sisiyi,,,130,BULAMBULI COUNTY,2251,BULAMBULI,225,BULAMBULI,BULAMBULI,3021,13009,6456,6553,13.36186154,973.591888,2710,151,640,3724,2323,4067,1615,2677,344,1661,369,85,2921,2812,2828,2870,2882,139,169,2852,2888,133,1163,1858,247,2675,99,73,2.416418405,379,2450,119,25879.76473,13361989.83
638,207,225109,BUMUGIBOLE,Bumugibole,,,130,BULAMBULI COUNTY,2251,BULAMBULI,225,BULAMBULI,BULAMBULI,1548,6482,3315,3167,30.90568249,209.7348927,1207,136,389,2079,1041,2072,960,1278,270,1013,137,46,1474,1413,1510,1425,1498,50,45,1503,1493,55,664,884,99,1411,38,19,1.227390181,89,1345,95,51374.23951,30905991.71
639,199,225101,BUGINYANYA,Buginyanya,,,130,BULAMBULI COUNTY,2251,BULAMBULI,225,BULAMBULI,BULAMBULI,1147,5518,2810,2708,4.858053087,1135.845966,1217,46,229,1616,1069,1901,613,983,164,661,123,39,1090,1084,1108,1064,1081,66,35,1112,1082,65,231,916,102,1020,25,87,7.585004359,237,734,89,10612.28941,4858102.035
640,125,217106,LYAMA,Lyama,,,187,BUDAKA COUNTY,2171,BUDAKA,217,BUDAKA,BUDAKA,3247,19188,9443,9745,50.04013524,383.4522011,3863,502,2184,4853,1918,3803,3924,3089,158,1581,1407,106,3169,2140,2998,3129,1036,2211,993,2254,2605,642,696,2551,747,1994,506,52,1.601478288,40,2980,175,36436.30213,50040614.08
641,128,217108,NANSANGA,Nansanga,,,187,BUDAKA COUNTY,2171,BUDAKA,217,BUDAKA,BUDAKA,1721,9643,4739,4904,22.61796651,426.342483,2032,297,826,2506,1076,2267,1470,1566,155,887,766,89,1701,1301,1599,1688,448,1273,441,1280,1501,220,109,1612,235,1286,200,51,2.963393376,88,1554,28,21916.56646,22618183.55
642,117,217102,BUDAKA TOWN COUNCIL,Budaka Town Council,Town Council,,187,BUDAKA COUNTY,2171,BUDAKA,217,BUDAKA,BUDAKA,4538,23809,11356,12453,37.01510249,643.2239383,4651,493,1690,5736,4419,6867,3184,3433,1105,2471,1827,256,4429,3915,4400,4380,805,3733,450,4088,2545,1993,1026,3512,1256,3204,78,616,13.57426179,594,2924,404,32825.97059,37015460.05
643,116,217101,BUDAKA,Budaka,,,187,BUDAKA COUNTY,2171,BUDAKA,217,BUDAKA,BUDAKA,1951,11074,5339,5735,23.18837182,477.5669498,2283,261,894,3090,1198,2570,1795,1756,195,1110,949,101,1921,1564,1868,1906,812,1139,625,1326,1542,409,59,1892,275,1557,119,86,4.4079959,235,1573,57,19600.20207,23188595.2
644,127,217107,NABOA,Naboa,,,187,BUDAKA COUNTY,2171,BUDAKA,217,BUDAKA,BUDAKA,2529,13945,6681,7264,34.72054638,401.6353846,2846,275,1017,3742,2008,3686,2081,2316,213,1392,1039,126,2463,1768,2247,2430,944,1585,672,1857,1914,615,629,1900,469,1922,138,133,5.25899565,177,2113,106,25564.10643,34720475.42
645,120,217104,KADERUNA,Kaderuna,,,187,BUDAKA COUNTY,2171,BUDAKA,217,BUDAKA,BUDAKA,3083,17017,8170,8847,30.80206057,552.4630393,3494,470,1192,4795,1814,3847,2774,2983,100,1605,1414,184,3035,1814,2810,2914,897,2186,715,2368,2660,423,227,2856,618,2365,100,94,3.048978268,43,2545,401,25733.8027,30802361.13
646,118,217201,IKI-IKI,Iki-Iki,,,238,IKI-IKI COUNTY,2172,IKI IKI,217,BUDAKA,BUDAKA,3331,18605,8936,9669,31.80453248,584.9795155,3849,376,1054,4906,2964,5016,2464,2800,531,1864,1496,222,3270,2772,3086,3197,509,2822,434,2897,2350,981,129,3202,1052,2165,114,216,6.484539177,254,2766,95,34159.42905,31806617.23
647,122,217202,KAMERUKA,Kameruka,,,238,IKI-IKI COUNTY,2172,IKI IKI,217,BUDAKA,BUDAKA,2523,14907,7311,7596,31.33024863,475.8021608,3150,282,859,4184,1950,3518,2430,2362,161,1347,1339,164,2463,1968,2358,2420,976,1547,688,1835,2192,331,60,2463,450,1986,87,78,3.091557669,68,2293,84,24018.32504,31330558.72
648,119,217103,KACHOMO,Kachomo,,,187,BUDAKA COUNTY,2171,BUDAKA,217,BUDAKA,BUDAKA,2645,14506,7025,7481,29.43887451,492.7498161,3032,225,955,3951,1944,3364,2411,2375,270,1350,1168,144,2601,2045,2480,2539,805,1840,594,2051,2122,523,141,2504,408,2074,163,100,3.780718336,191,2223,131,26539.30298,29439330.66
649,123,217203,KAMONKOLI,Kamonkoli,,,238,IKI-IKI COUNTY,2172,IKI IKI,217,BUDAKA,BUDAKA,4511,24764,12062,12702,45.56181569,543.5253101,4905,610,1394,6598,3964,6789,3338,3799,712,2679,1913,304,4374,3666,4288,4302,1026,3485,758,3753,3360,1151,479,4032,1041,3213,257,454,10.0642873,419,3343,295,31687.38325,45562260.23
650,126,217205,MUGITI,Mugiti,,,238,IKI-IKI COUNTY,2172,IKI IKI,217,BUDAKA,BUDAKA,2123,11493,5638,5855,17.88166873,642.7252498,2413,259,802,2960,1781,2706,2001,1731,392,1047,911,157,2046,1490,1900,1884,773,1350,293,1830,1752,371,89,2034,392,1596,135,148,6.971267075,144,1608,223,23015.05124,17881843.92
651,124,217204,KATIIRA,Katiira,,,238,IKI-IKI COUNTY,2172,IKI IKI,217,BUDAKA,BUDAKA,2834,16194,7877,8317,30.85564312,524.8310637,3169,546,1125,4447,2063,3966,2455,2607,227,1309,1247,177,2779,1838,2526,2739,954,1880,655,2179,2472,362,111,2723,420,2285,129,103,3.634438956,198,2281,252,31836.07376,30853807.65
652,132,218104,BUKALASI,Bukalasi,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,2682,12906,6510,6396,61.10471185,211.2112079,2646,303,807,4219,1257,3274,2086,2232,450,1513,266,68,2600,2378,2478,2347,2566,116,300,2382,2573,109,1578,1104,947,1455,280,96,3.579418345,318,1831,437,52958.655,61105302.71
653,133,218105,BUKIBOKOLO,Bukibokolo,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,1789,10042,5004,5038,11.04333102,909.3270848,2079,322,579,2983,1333,2794,1306,1627,162,979,235,51,1754,1582,1617,1470,1670,119,237,1552,1670,119,493,1296,142,1524,123,55,3.074343209,45,1614,75,16030.79785,11043436.84
654,134,218106,BUKIGAI,Bukigai,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,2746,17756,8714,9042,8.379365869,2119.014765,4036,152,778,4358,4097,5578,2129,2290,456,1796,541,147,2632,2489,2556,2291,2409,337,52,2694,2394,352,269,2477,880,1693,173,119,4.333576111,612,1717,298,13230.01162,8379446.511
655,135,218107,BULUKECHEKE,Bulucheke,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,2419,15109,7857,7252,15.50191498,974.6537777,3442,253,910,4024,2364,3971,2053,2170,249,1409,193,46,2341,2236,2241,2171,2233,186,130,2289,2234,185,846,1573,268,2047,104,105,4.340636627,349,1805,160,27207.94916,15502065.6
656,136,218108,BUMASHETI,Bumasheti,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,2410,15930,8207,7723,11.69951574,1361.594817,3709,344,741,4260,2490,4632,1597,2291,119,1544,224,77,2360,2082,2282,2057,2234,176,211,2199,2239,171,633,1777,486,1822,102,85,3.526970954,109,2110,106,17479.63609,11699649.58
657,137,218109,BUMAYOKA,Bumayoka,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,2946,19251,9661,9590,31.60096171,609.1903208,4610,303,892,5478,2499,5226,2107,2694,252,1873,264,79,2855,2602,2824,2725,2760,186,316,2630,2731,215,932,2014,784,2045,117,97,3.292600136,398,2199,252,42413.34759,31601268.09
658,138,218110,BUSHIKA,Bushika,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,5199,30926,15428,15498,19.33262212,1599.679537,7226,428,1421,8435,5016,9151,3329,4645,554,3595,623,192,5090,4504,4936,4646,4706,493,219,4980,4750,449,2085,3114,1978,2938,283,242,4.654741296,548,4014,395,21209.89127,19332809.94
659,140,218112,BUSHIYI,Bushiyi,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,2908,15751,7882,7869,38.79983079,405.9553787,3420,266,836,5017,1540,4627,1635,2727,181,1621,252,41,2843,2665,2851,2720,2813,95,594,2314,2818,90,1620,1288,53,2763,92,87,2.991746905,285,2442,94,32851.15079,38800208.65
